0,0,465,0.051866
4,0,465,0.039596
9,0,465,0.042765
13,0,465,0.051687
18,0,465,0.064015
22,0,465,0.077654
27,0,465,0.091512
31,0,465,0.104544
36,0,465,0.115911
40,0,465,0.125145
45,0,465,0.132303
49,0,465,0.137663
54,0,465,0.14125
58,0,465,0.143252
63,0,465,0.143972
67,0,465,0.143855
72,0,465,0.143377
76,0,465,0.14333
81,0,465,0.140682
85,0,465,0.138081
89,0,465,0.138442
94,0,465,0.135711
98,0,465,0.133215
103,0,465,0.131497
107,0,465,0.128733
112,0,465,0.127178
116,0,465,0.125114
121,0,465,0.122735
125,0,465,0.120372
130,0,465,0.117983
134,0,465,0.115575
139,0,465,0.113157
143,0,465,0.110738
148,0,465,0.108322
152,0,465,0.10592
157,0,465,0.103537
161,0,465,0.101177
166,0,465,0.098846
170,0,465,0.096552
175,0,465,0.0943
179,0,465,0.092095
183,0,465,0.089941
188,0,465,0.087849
192,0,465,0.085818
197,0,465,0.08385
201,0,465,0.08195
206,0,465,0.080121
210,0,465,0.078369
215,0,465,0.076695
219,0,465,0.075104
224,0,465,0.0736
228,0,465,0.072181
233,0,465,0.070848
237,0,465,0.069598
242,0,465,0.06843
246,0,465,0.067345
251,0,465,0.066338
255,0,465,0.065403
260,0,465,0.06454
264,0,465,0.063746
268,0,465,0.06302
273,0,465,0.062357
277,0,465,0.061756
282,0,465,0.061206
286,0,465,0.060688
291,0,465,0.060198
295,0,465,0.059726
300,0,465,0.059268
304,0,465,0.058816
309,0,465,0.058367
313,0,465,0.057919
318,0,465,0.057467
322,0,465,0.057009
327,0,465,0.056541
331,0,465,0.056063
336,0,465,0.055572
340,0,465,0.055068
345,0,465,0.05455
349,0,465,0.054018
353,0,465,0.053471
358,0,465,0.052908
362,0,465,0.052331
367,0,465,0.051739
371,0,465,0.051133
376,0,465,0.050515
380,0,465,0.049883
385,0,465,0.04924
389,0,465,0.048588
394,0,465,0.047935
398,0,465,0.047297
403,0,465,0.046693
407,0,465,0.045991
412,0,465,0.044515
416,0,465,0.038704
421,0,465,0.027416
425,0,465,0.019898
0,0,456,0.054029
5,0,456,0.040548
9,0,456,0.043687
14,0,456,0.052504
18,0,456,0.064647
23,0,456,0.07807
28,0,456,0.091623
32,0,456,0.104399
37,0,456,0.115681
41,0,456,0.124991
46,0,456,0.132242
50,0,456,0.137589
55,0,456,0.141077
60,0,456,0.142958
64,0,456,0.143576
69,0,456,0.143401
73,0,456,0.1429
78,0,456,0.142626
83,0,456,0.140225
87,0,456,0.137905
92,0,456,0.137545
96,0,456,0.135033
101,0,456,0.132707
106,0,456,0.130677
110,0,456,0.128168
115,0,456,0.126361
119,0,456,0.124191
124,0,456,0.121801
128,0,456,0.119406
133,0,456,0.116981
138,0,456,0.114535
142,0,456,0.112081
147,0,456,0.109629
151,0,456,0.107184
156,0,456,0.104755
161,0,456,0.102349
165,0,456,0.099969
170,0,456,0.097623
174,0,456,0.095316
179,0,456,0.093055
183,0,456,0.090843
188,0,456,0.088687
193,0,456,0.086595
197,0,456,0.084568
202,0,456,0.082607
206,0,456,0.080716
211,0,456,0.078902
216,0,456,0.077167
220,0,456,0.075514
225,0,456,0.073947
229,0,456,0.072471
234,0,456,0.071083
239,0,456,0.069781
243,0,456,0.068563
248,0,456,0.067431
252,0,456,0.066385
257,0,456,0.065419
261,0,456,0.064531
266,0,456,0.063722
271,0,456,0.062983
275,0,456,0.062308
280,0,456,0.06169
284,0,456,0.061127
289,0,456,0.060604
294,0,456,0.060108
298,0,456,0.059634
303,0,456,0.059174
307,0,456,0.058723
312,0,456,0.058276
317,0,456,0.05783
321,0,456,0.05738
326,0,456,0.056924
330,0,456,0.056456
335,0,456,0.055977
339,0,456,0.055484
344,0,456,0.054978
349,0,456,0.054456
353,0,456,0.053918
358,0,456,0.053365
362,0,456,0.052795
367,0,456,0.052209
372,0,456,0.051607
376,0,456,0.05099
381,0,456,0.050361
385,0,456,0.04972
390,0,456,0.049066
394,0,456,0.0484
399,0,456,0.047724
404,0,456,0.047049
408,0,456,0.046395
413,0,456,0.045757
417,0,456,0.044917
422,0,456,0.043069
427,0,456,0.037023
431,0,456,0.027112
436,0,456,0.021261
0,0,446,0.056162
5,0,446,0.042792
9,0,446,0.045903
14,0,446,0.054446
19,0,446,0.065852
23,0,446,0.078246
28,0,446,0.090744
33,0,446,0.102775
38,0,446,0.113851
42,0,446,0.123444
47,0,446,0.13112
52,0,446,0.136733
56,0,446,0.140344
61,0,446,0.142287
66,0,446,0.142931
70,0,446,0.142747
75,0,446,0.1422
80,0,446,0.141701
85,0,446,0.139718
89,0,446,0.137218
94,0,446,0.136303
99,0,446,0.134138
103,0,446,0.131439
108,0,446,0.129452
113,0,446,0.127179
117,0,446,0.124974
122,0,446,0.122641
127,0,446,0.120206
132,0,446,0.117737
136,0,446,0.115233
141,0,446,0.112711
146,0,446,0.110189
150,0,446,0.107676
155,0,446,0.105178
160,0,446,0.102703
164,0,446,0.100257
169,0,446,0.097845
174,0,446,0.095472
179,0,446,0.093146
183,0,446,0.090871
188,0,446,0.088653
193,0,446,0.086498
197,0,446,0.084413
202,0,446,0.0824
207,0,446,0.080461
211,0,446,0.0786
216,0,446,0.076822
221,0,446,0.07513
226,0,446,0.073527
230,0,446,0.072016
235,0,446,0.070601
240,0,446,0.069279
244,0,446,0.068044
249,0,446,0.066896
254,0,446,0.065837
258,0,446,0.064866
263,0,446,0.063978
268,0,446,0.063176
273,0,446,0.062454
277,0,446,0.061797
282,0,446,0.061196
287,0,446,0.060641
291,0,446,0.060127
296,0,446,0.05964
301,0,446,0.05917
305,0,446,0.058712
310,0,446,0.05826
315,0,446,0.05781
320,0,446,0.057358
324,0,446,0.056899
329,0,446,0.056432
334,0,446,0.05595
338,0,446,0.055454
343,0,446,0.054942
348,0,446,0.054415
352,0,446,0.05387
357,0,446,0.053306
362,0,446,0.052726
367,0,446,0.052127
371,0,446,0.051511
376,0,446,0.050879
381,0,446,0.05023
385,0,446,0.049568
