points,x,y,z,p
246.0,79.14355628058728,0.0,-147.09677419354838,0.012180100000000001
247.0,81.69657422512235,0.0,147.09677419354838,0.0119406
248.0,81.69657422512235,0.0,-147.09677419354838,0.0119406
249.0,84.88784665579118,0.0,147.09677419354838,0.011698100000000001
250.0,84.88784665579118,0.0,-147.09677419354838,0.011698100000000001
251.0,88.07911908646003,0.0,147.09677419354838,0.0114535
252.0,88.07911908646003,0.0,-147.09677419354838,0.0114535
253.0,90.63213703099511,0.0,147.09677419354838,0.0112081
254.0,90.63213703099511,0.0,-147.09677419354838,0.0112081
255.0,93.82340946166396,0.0,147.09677419354838,0.010962900000000001
256.0,93.82340946166396,0.0,-147.09677419354838,0.010962900000000001
257.0,96.37642740619901,0.0,147.09677419354838,0.010718400000000001
258.0,96.37642740619901,0.0,-147.09677419354838,0.010718400000000001
259.0,99.56769983686786,0.0,147.09677419354838,0.0104755
260.0,99.56769983686786,0.0,-147.09677419354838,0.0104755
261.0,102.75897226753669,0.0,147.09677419354838,0.0102349
262.0,102.75897226753669,0.0,-147.09677419354838,0.0102349
263.0,105.31199021207178,0.0,147.09677419354838,0.009996900000000001
264.0,105.31199021207178,0.0,-147.09677419354838,0.009996900000000001
265.0,108.50326264274062,0.0,147.09677419354838,0.009762300000000002
266.0,108.50326264274062,0.0,-147.09677419354838,0.009762300000000002
267.0,111.0562805872757,0.0,147.09677419354838,0.009531600000000001
268.0,111.0562805872757,0.0,-147.09677419354838,0.009531600000000001
269.0,114.24755301794453,0.0,147.09677419354838,0.0093055
270.0,114.24755301794453,0.0,-147.09677419354838,0.0093055
271.0,116.80057096247961,0.0,147.09677419354838,0.0090843
272.0,116.80057096247961,0.0,-147.09677419354838,0.0090843
273.0,119.99184339314846,0.0,147.09677419354838,0.0088687
274.0,119.99184339314846,0.0,-147.09677419354838,0.0088687
275.0,123.18311582381729,0.0,147.09677419354838,0.0086595
276.0,123.18311582381729,0.0,-147.09677419354838,0.0086595
277.0,125.73613376835236,0.0,147.09677419354838,0.0084568
278.0,125.73613376835236,0.0,-147.09677419354838,0.0084568
279.0,128.9274061990212,0.0,147.09677419354838,0.008260700000000001
280.0,128.9274061990212,0.0,-147.09677419354838,0.008260700000000001
281.0,131.4804241435563,0.0,147.09677419354838,0.0080716
282.0,131.4804241435563,0.0,-147.09677419354838,0.0080716
283.0,134.6716965742251,0.0,147.09677419354838,0.0078902
284.0,134.6716965742251,0.0,-147.09677419354838,0.0078902
285.0,137.86296900489396,0.0,147.09677419354838,0.0077167
286.0,137.86296900489396,0.0,-147.09677419354838,0.0077167
287.0,140.41598694942903,0.0,147.09677419354838,0.0075514
288.0,140.41598694942903,0.0,-147.09677419354838,0.0075514
289.0,143.60725938009787,0.0,147.09677419354838,0.007394700000000001
290.0,143.60725938009787,0.0,-147.09677419354838,0.007394700000000001
291.0,146.16027732463294,0.0,147.09677419354838,0.007247099999999999
292.0,146.16027732463294,0.0,-147.09677419354838,0.007247099999999999
293.0,149.3515497553018,0.0,147.09677419354838,0.0071083
294.0,149.3515497553018,0.0,-147.09677419354838,0.0071083
295.0,152.5428221859706,0.0,147.09677419354838,0.0069781
296.0,152.5428221859706,0.0,-147.09677419354838,0.0069781
297.0,155.0958401305057,0.0,147.09677419354838,0.0068563
298.0,155.0958401305057,0.0,-147.09677419354838,0.0068563
299.0,158.28711256117455,0.0,147.09677419354838,0.006743100000000001
300.0,158.28711256117455,0.0,-147.09677419354838,0.006743100000000001
301.0,160.84013050570962,0.0,147.09677419354838,0.0066385
302.0,160.84013050570962,0.0,-147.09677419354838,0.0066385
303.0,164.03140293637847,0.0,147.09677419354838,0.006541900000000001
304.0,164.03140293637847,0.0,-147.09677419354838,0.006541900000000001
305.0,166.58442088091354,0.0,147.09677419354838,0.006453100000000001
306.0,166.58442088091354,0.0,-147.09677419354838,0.006453100000000001
307.0,169.77569331158236,0.0,147.09677419354838,0.006372200000000001
308.0,169.77569331158236,0.0,-147.09677419354838,0.006372200000000001
309.0,172.9669657422512,0.0,147.09677419354838,0.0062983
310.0,172.9669657422512,0.0,-147.09677419354838,0.0062983
311.0,175.51998368678628,0.0,147.09677419354838,0.006230800000000001
312.0,175.51998368678628,0.0,-147.09677419354838,0.006230800000000001
313.0,178.71125611745512,0.0,147.09677419354838,0.006169000000000001
314.0,178.71125611745512,0.0,-147.09677419354838,0.006169000000000001
315.0,181.26427406199022,0.0,147.09677419354838,0.0061127
316.0,181.26427406199022,0.0,-147.09677419354838,0.0061127
317.0,184.45554649265907,0.0,147.09677419354838,0.0060604000000000005
318.0,184.45554649265907,0.0,-147.09677419354838,0.0060604000000000005
319.0,187.6468189233279,0.0,147.09677419354838,0.0060108
320.0,187.6468189233279,0.0,-147.09677419354838,0.0060108
321.0,190.19983686786296,0.0,147.09677419354838,0.005963400000000001
322.0,190.19983686786296,0.0,-147.09677419354838,0.005963400000000001
323.0,193.3911092985318,0.0,147.09677419354838,0.0059174
324.0,193.3911092985318,0.0,-147.09677419354838,0.0059174
325.0,195.94412724306687,0.0,147.09677419354838,0.0058723000000000004
326.0,195.94412724306687,0.0,-147.09677419354838,0.0058723000000000004
327.0,199.13539967373572,0.0,147.09677419354838,0.0058276000000000005
328.0,199.13539967373572,0.0,-147.09677419354838,0.0058276000000000005
329.0,202.32667210440457,0.0,147.09677419354838,0.005783
330.0,202.32667210440457,0.0,-147.09677419354838,0.005783
331.0,204.8796900489396,0.0,147.09677419354838,0.005738
332.0,204.8796900489396,0.0,-147.09677419354838,0.005738
333.0,208.07096247960845,0.0,147.09677419354838,0.0056924
334.0,208.07096247960845,0.0,-147.09677419354838,0.0056924
335.0,210.62398042414355,0.0,147.09677419354838,0.005645600000000001
336.0,210.62398042414355,0.0,-147.09677419354838,0.005645600000000001
337.0,213.8152528548124,0.0,147.09677419354838,0.005597700000000001
338.0,213.8152528548124,0.0,-147.09677419354838,0.005597700000000001
339.0,216.36827079934747,0.0,147.09677419354838,0.0055484
340.0,216.36827079934747,0.0,-147.09677419354838,0.0055484
341.0,219.55954323001632,0.0,147.09677419354838,0.005497800000000001
342.0,219.55954323001632,0.0,-147.09677419354838,0.005497800000000001
343.0,222.75081566068516,0.0,147.09677419354838,0.0054456
344.0,222.75081566068516,0.0,-147.09677419354838,0.0054456
345.0,225.3038336052202,0.0,147.09677419354838,0.0053918
346.0,225.3038336052202,0.0,-147.09677419354838,0.0053918
347.0,228.49510603588905,0.0,147.09677419354838,0.005336500000000001
348.0,228.49510603588905,0.0,-147.09677419354838,0.005336500000000001
349.0,231.04812398042412,0.0,147.09677419354838,0.0052795
350.0,231.04812398042412,0.0,-147.09677419354838,0.0052795
351.0,234.23939641109297,0.0,147.09677419354838,0.0052209000000000005
352.0,234.23939641109297,0.0,-147.09677419354838,0.0052209000000000005
353.0,237.43066884176181,0.0,147.09677419354838,0.005160700000000001
354.0,237.43066884176181,0.0,-147.09677419354838,0.005160700000000001
355.0,239.98368678629691,0.0,147.09677419354838,0.005099
356.0,239.98368678629691,0.0,-147.09677419354838,0.005099
357.0,243.17495921696573,0.0,147.09677419354838,0.005036100000000001
358.0,243.17495921696573,0.0,-147.09677419354838,0.005036100000000001
359.0,245.7279771615008,0.0,147.09677419354838,0.004972000000000001
360.0,245.7279771615008,0.0,-147.09677419354838,0.004972000000000001
361.0,248.91924959216965,0.0,147.09677419354838,0.0049066000000000005
362.0,248.91924959216965,0.0,-147.09677419354838,0.0049066000000000005
363.0,251.47226753670472,0.0,147.09677419354838,0.0048400000000000006
364.0,251.47226753670472,0.0,-147.09677419354838,0.0048400000000000006
365.0,254.66353996737357,0.0,147.09677419354838,0.0047724
366.0,254.66353996737357,0.0,-147.09677419354838,0.0047724
367.0,257.8548123980424,0.0,147.09677419354838,0.004704900000000001
368.0,257.8548123980424,0.0,-147.09677419354838,0.004704900000000001
369.0,260.4078303425775,0.0,147.09677419354838,0.0046395
370.0,260.4078303425775,0.0,-147.09677419354838,0.0046395
371.0,263.59910277324633,0.0,147.09677419354838,0.0045757
372.0,263.59910277324633,0.0,-147.09677419354838,0.0045757
373.0,266.15212071778143,0.0,147.09677419354838,0.0044917
374.0,266.15212071778143,0.0,-147.09677419354838,0.0044917
375.0,269.3433931484502,0.0,147.09677419354838,0.004306900000000001
376.0,269.3433931484502,0.0,-147.09677419354838,0.004306900000000001
377.0,272.53466557911906,0.0,147.09677419354838,0.0037023000000000004
378.0,272.53466557911906,0.0,-147.09677419354838,0.0037023000000000004
379.0,275.08768352365416,0.0,147.09677419354838,0.0027112000000000004
380.0,275.08768352365416,0.0,-147.09677419354838,0.0027112000000000004
381.0,278.27895595432295,0.0,147.09677419354838,0.0021261
382.0,278.27895595432295,0.0,-147.09677419354838,0.0021261
383.0,0.0,0.0,143.8709677419355,0.0056162
384.0,0.0,0.0,-143.8709677419355,0.0056162
385.0,3.154500731285733,0.0,143.8709677419355,0.0042791999999999995
386.0,3.154500731285733,0.0,-143.8709677419355,0.0042791999999999995
387.0,5.6781013163143195,0.0,143.8709677419355,0.0045903
388.0,5.6781013163143195,0.0,-143.8709677419355,0.0045903
389.0,8.832602047600053,0.0,143.8709677419355,0.005444600000000001
390.0,8.832602047600053,0.0,-143.8709677419355,0.005444600000000001
391.0,11.987102778885784,0.0,143.8709677419355,0.006585199999999999
392.0,11.987102778885784,0.0,-143.8709677419355,0.006585199999999999
393.0,14.510703363914372,0.0,143.8709677419355,0.0078246
394.0,14.510703363914372,0.0,-143.8709677419355,0.0078246
395.0,17.665204095200107,0.0,143.8709677419355,0.009074400000000002
396.0,17.665204095200107,0.0,-143.8709677419355,0.009074400000000002
397.0,20.81970482648584,0.0,143.8709677419355,0.010277500000000002
398.0,20.81970482648584,0.0,-143.8709677419355,0.010277500000000002
399.0,23.97420555777157,0.0,143.8709677419355,0.0113851
400.0,23.97420555777157,0.0,-143.8709677419355,0.0113851
401.0,26.497806142800158,0.0,143.8709677419355,0.0123444
402.0,26.497806142800158,0.0,-143.8709677419355,0.0123444
403.0,29.65230687408589,0.0,143.8709677419355,0.013111999999999999
404.0,29.65230687408589,0.0,-143.8709677419355,0.013111999999999999
405.0,32.806807605371624,0.0,143.8709677419355,0.0136733
406.0,32.806807605371624,0.0,-143.8709677419355,0.0136733
407.0,35.33040819040021,0.0,143.8709677419355,0.0140344
408.0,35.33040819040021,0.0,-143.8709677419355,0.0140344
409.0,38.48490892168594,0.0,143.8709677419355,0.0142287
410.0,38.48490892168594,0.0,-143.8709677419355,0.0142287
411.0,41.63940965297168,0.0,143.8709677419355,0.014293100000000001
412.0,41.63940965297168,0.0,-143.8709677419355,0.014293100000000001
413.0,44.16301023800026,0.0,143.8709677419355,0.014274700000000001
414.0,44.16301023800026,0.0,-143.8709677419355,0.014274700000000001
415.0,47.31751096928599,0.0,143.8709677419355,0.01422
416.0,47.31751096928599,0.0,-143.8709677419355,0.01422
417.0,50.47201170057173,0.0,143.8709677419355,0.0141701
418.0,50.47201170057173,0.0,-143.8709677419355,0.0141701
419.0,53.62651243185746,0.0,143.8709677419355,0.013971800000000001
420.0,53.62651243185746,0.0,-143.8709677419355,0.013971800000000001
421.0,56.15011301688605,0.0,143.8709677419355,0.013721800000000001
422.0,56.15011301688605,0.0,-143.8709677419355,0.013721800000000001
423.0,59.30461374817178,0.0,143.8709677419355,0.013630300000000001
424.0,59.30461374817178,0.0,-143.8709677419355,0.013630300000000001
425.0,62.45911447945751,0.0,143.8709677419355,0.013413800000000002
426.0,62.45911447945751,0.0,-143.8709677419355,0.013413800000000002
427.0,64.9827150644861,0.0,143.8709677419355,0.0131439
428.0,64.9827150644861,0.0,-143.8709677419355,0.0131439
429.0,68.13721579577184,0.0,143.8709677419355,0.012945200000000002
430.0,68.13721579577184,0.0,-143.8709677419355,0.012945200000000002
431.0,71.29171652705756,0.0,143.8709677419355,0.012717899999999999
432.0,71.29171652705756,0.0,-143.8709677419355,0.012717899999999999
433.0,73.81531711208615,0.0,143.8709677419355,0.0124974
434.0,73.81531711208615,0.0,-143.8709677419355,0.0124974
435.0,76.96981784337189,0.0,143.8709677419355,0.0122641
436.0,76.96981784337189,0.0,-143.8709677419355,0.0122641
437.0,80.12431857465761,0.0,143.8709677419355,0.0120206
438.0,80.12431857465761,0.0,-143.8709677419355,0.0120206
439.0,83.27881930594336,0.0,143.8709677419355,0.0117737
440.0,83.27881930594336,0.0,-143.8709677419355,0.0117737
441.0,85.80241989097193,0.0,143.8709677419355,0.0115233
442.0,85.80241989097193,0.0,-143.8709677419355,0.0115233
443.0,88.95692062225768,0.0,143.8709677419355,0.011271100000000001
444.0,88.95692062225768,0.0,-143.8709677419355,0.011271100000000001
445.0,92.1114213535434,0.0,143.8709677419355,0.0110189
446.0,92.1114213535434,0.0,-143.8709677419355,0.0110189
447.0,94.63502193857198,0.0,143.8709677419355,0.0107676
448.0,94.63502193857198,0.0,-143.8709677419355,0.0107676
449.0,97.78952266985773,0.0,143.8709677419355,0.0105178
450.0,97.78952266985773,0.0,-143.8709677419355,0.0105178
451.0,100.94402340114345,0.0,143.8709677419355,0.010270300000000001
452.0,100.94402340114345,0.0,-143.8709677419355,0.010270300000000001
453.0,103.46762398617206,0.0,143.8709677419355,0.0100257
454.0,103.46762398617206,0.0,-143.8709677419355,0.0100257
455.0,106.62212471745778,0.0,143.8709677419355,0.009784500000000002
456.0,106.62212471745778,0.0,-143.8709677419355,0.009784500000000002
457.0,109.77662544874352,0.0,143.8709677419355,0.0095472
458.0,109.77662544874352,0.0,-143.8709677419355,0.0095472
459.0,112.93112618002924,0.0,143.8709677419355,0.009314600000000001
460.0,112.93112618002924,0.0,-143.8709677419355,0.009314600000000001
461.0,115.45472676505783,0.0,143.8709677419355,0.009087099999999999
462.0,115.45472676505783,0.0,-143.8709677419355,0.009087099999999999
463.0,118.60922749634356,0.0,143.8709677419355,0.0088653
